Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bosnia and Herzegovina,GDP per capita (constant 2010 US$),,,,,,,647.481295786557,784.618857787019,1422.94682715941,1846.15289259439,2099.24383900179,2279.74415801594,2554.56463864982,2606.7509098968,2735.535836571,2851.2741237651,3061.55203983987,3218.5948478311,3423.1246696844,3669.01752917647,3932.01611003654,3878.44124366682,3980.443103838,4091.58270423865,4133.90355152957,4297.49435675117,4403.6747965475,4654.60955224718,4865.35226465379,5082.99827149914,5339.47813723954,5558.08255264153,5459.22072225122,5947.82050897417,6251.10331522426
Botswana,GDP per capita (constant 2010 US$),3464.01093660967,3794.84007952539,3931.6347899706,4105.1989841647,4105.66595118857,4065.38888331081,4097.20706083408,4271.3672033487,4410.28188969203,4667.7726062293,4585.56282193926,4922.25441473195,4917.11273158338,4831.66647887539,5030.14311509371,5171.41572269947,5219.28781220901,5359.88907071118,5700.08149302349,5912.9264011732,5982.51674553433,5031.86147091905,5428.16439592518,5684.21991380019,5566.54666387392,6067.85114666511,6291.2492847471,5869.73777207249,6166.09025229508,6287.60285957152,6418.57765509904,6485.46043979844,5810.75742743567,6394.98443314409,6657.07308570869
Brazil,GDP per capita (constant 2010 US$),6399.48363124713,6479.06835026166,6086.07685266122,6043.43193880586,5911.6863429516,6103.37651307313,6358.67805583546,6524.51810271077,6567.35170517083,6689.19860695232,6613.98241987372,6551.22591736446,6745.85699443581,6749.88082687437,6868.69511669122,6865.17246062095,7178.34665928002,7325.9027074845,7534.54163331129,7909.8243373185,8231.09942573608,8142.76011149933,8673.89738548804,8935.27628599319,9025.31295783324,9216.13121935228,9183.45866998356,8783.21441310718,8426.84225115916,8470.93962918401,8553.86491790724,8592.21021838819,8255.56706360422,8621.7305900933,8831.12671264256
Brunei,GDP per capita (constant 2010 US$),37010.2760093876,35445.4791506143,34722.5956220278,34762.238683228,35424.5509886101,34621.7722426822,34827.3379745612,35515.8472668138,35690.9886171929,34377.8614632656,33445.1246082193,33739.4975547378,33985.8193193043,34219.3144630281,34857.3971362542,35202.7930701175,34750.5775570902,34290.1146469375,35213.2224054513,34714.5441423146,33526.0064269908,32449.8339947592,32810.5073531232,33577.064222465,33456.2690737431,32341.8926634093,31155.7476268724,30681.4374376753,29601.0998497528,29695.8841814084,29437.8685052227,30313.4172889713,30401.8472615929,29673.1692675163,28954.0673993481
Bulgaria,GDP per capita (constant 2010 US$),4893.694038389,4788.39687862608,4431.02887629317,4097.19211002502,3840.24638175715,3813.70207811926,3896.24427725466,4025.37312165767,4256.80667215397,3678.26735726104,3843.20180933429,3540.31626530267,3721.05137976414,3941.0086655809,4263.98281913265,4522.97979562095,4853.94456910486,5235.73159000701,5634.52939219919,6050.24591906656,6465.50398512756,6294.38530835146,6433.64424416561,6611.0849099254,6699.68780097262,6699.52544205258,6802.85811320426,7081.10233572915,7347.71069308999,7606.02227923758,7866.82598109356,8242.31399635503,7963.6907543327,8641.81889895101,9502.4112808905
Burkina Faso,GDP per capita (constant 2010 US$),345.848563209096,344.090366521527,333.171594857928,354.321888407803,346.507269040963,349.701976113836,345.481702638702,355.987941119358,385.229199915305,399.184999788397,416.741699707944,434.658392247963,429.847372234013,444.549754898262,449.853931217898,470.129582557846,476.00998088482,501.207250170085,516.176767684268,521.345259221456,535.583644699205,535.516834543859,563.92677673407,583.67947712875,602.786758854118,618.804583250393,626.62625081522,632.126685840944,650.417260919683,671.25179629345,696.044570851281,716.012197407328,710.471355105153,739.672724915489,731.642932594845
Burundi,GDP per capita (constant 2010 US$),431.437298019521,428.971415245068,435.070942938272,447.744857160703,440.5918566545,427.068997896676,408.419316106411,354.116180808509,325.911916294316,321.089690627872,330.128930617295,319.135800696165,310.006710871337,308.645198980277,313.486405813416,300.086152909749,303.119669951449,294.73877332416,299.769120757144,298.936660358474,300.8413491772,296.847094808669,297.791727029962,299.017175601783,301.481319230891,305.290835173922,307.765531235991,289.359627144769,282.975966520504,277.959802992581,274.131908412723,270.137277342414,263.360988638729,264.364832869577,262.18480604632
Cambodia,GDP per capita (constant 2010 US$),,,,,,563.770282079607,353.956570048307,378.922378208996,391.829016964631,398.652963161675,408.822526817759,451.861450642121,488.002702289111,518.384291904527,542.654742982698,578.409355448543,627.008213389039,697.746758239126,759.64339497603,822.754086675081,863.38697476452,851.203024271407,888.912588308966,938.01767709824,992.134600394822,1049.99450649809,1109.3756527343,1170.74281578324,1235.32340395796,1304.54938903486,1384.96802283394,1465.96953538762,1404.19865501722,1429.93702682619,1487.72028589059
Cameroon,GDP per capita (constant 2010 US$),1554.28238188527,1480.64451072376,1348.7303498194,1259.11726273869,1184.78708875893,1059.52036258373,1048.98721257703,1049.70666324882,1064.64604533484,1083.64160982092,1105.24520407543,1124.90047672767,1137.62452694917,1156.05039084896,1175.87167371127,1206.61051202709,1256.69364979901,1250.0588828093,1262.87190618255,1281.39248463559,1281.01983711244,1277.18161920548,1277.26569341482,1283.56704132328,1305.66803325352,1332.86000415963,1366.96659459702,1399.67533596847,1420.02987201937,1429.23468505235,1445.26777137234,1454.56406898726,1419.32820834506,1432.86268946366,1445.55100581557
Canada,GDP per capita (constant 2010 US$),31977.1118233359,32136.2252105026,31707.4817047179,30662.5959845177,30574.5846962735,31045.085061488,32087.0285273159,32612.2320267794,32795.6653510024,33861.1470978248,34889.6713113013,36393.9636927699,37923.4864630225,38185.2196712381,38912.2097402286,39257.7618963901,40093.807340436,40989.5268239475,41646.4146368665,42098.4312196969,42063.24011734,40368.9315094627,41156.1451856719,42037.5187414855,42315.8073891558,42846.2841957958,43635.0954811371,43596.1355365546,43536.9134032467,44325.4883367463,44917.4837282326,45113.0662817802,42366.487144598,44234.5421355735,44910.4417282801
Cape Verde,GDP per capita (constant 2010 US$),833.973752860568,869.391237276146,860.009667200234,852.997533530767,923.437455517218,978.735728283928,1137.7141748883,1268.67801776284,1380.33356940204,1499.44645781302,1650.49740040311,1797.29573967287,2015.38137296894,2026.27916342396,2099.90016084453,2156.34793244223,2344.51879154759,2474.82486625403,2639.96272906955,3005.22942153282,3181.45083291917,3101.39385483058,3124.57210451389,3208.36714051926,3204.60189765009,3188.56969122792,3174.70533117017,3169.0789154116,3267.87903048957,3376.93829853266,3463.81283405577,3690.65647565113,2949.57920424868,3122.15981902967,3642.85631299281
Cayman Islands,GDP per capita (constant 2010 US$),,,,,,,,,,,,,,,,,,,96176.301897316,96280.2483371848,93166.3167746731,84026.9727715813,79519.843769806,78393.736284355,77448.5098255613,76617.5433740014,76872.5809178913,77295.8456647776,78077.4336532717,78883.2820823737,80597.7086377604,82170.5930267913,76609.76852621,78731.1474131222,
Central African Republic,GDP per capita (constant 2010 US$),562.977282141383,560.01509895586,531.386005202255,512.251840009505,464.335463332641,451.199935186716,458.654523597034,478.343894858921,447.35063067771,458.133835295589,466.634108553191,470.168358933575,445.803292997535,455.338380238605,461.498085660397,426.159580852967,442.015236063641,436.100265113473,447.808106516553,459.746066366952,459.562457213647,488.388025052824,500.529277369756,513.59426676543,534.883562627088,338.165705784432,338.700384853014,351.879754779905,362.218331178538,371.603131047244,378.263077817052,381.414046366167,375.216924084317,370.675750331837,362.570791079489
Chad,GDP per capita (constant 2010 US$),453.902912153941,460.326568721894,429.249146300359,449.281437955119,465.176012391957,383.259144535452,412.844277142733,399.999492009616,391.17301876265,399.388142770755,412.843134323024,396.01182520971,379.351546856805,409.703668692918,429.426973891175,473.468021702106,605.239354956702,682.353873405671,662.885505054138,661.772364732508,658.874460619021,662.923252850248,727.52494509473,703.123215083439,739.338364795918,754.171813313504,777.93568110316,774.411603146897,703.466007130275,660.126133770962,653.349761512714,652.703215990686,622.278506298896,595.663786610606,590.305176240829
Chile,GDP per capita (constant 2010 US$),4893.28145390407,5292.72823208583,5381.34536118108,5707.61316484941,6243.5220422135,6552.16455265411,6778.94746397863,7278.95166381082,7668.44892132127,8127.50731347092,8361.4713580279,8239.87419117622,8550.71166014484,8722.57553588062,8904.53811784331,9227.91233833199,9746.18327710225,10214.7327989822,10727.1028891289,11171.4197395406,11479.2818323675,11234.9682111233,11773.0044002309,12382.3794635513,13017.067839762,13318.5952148349,13421.5383422338,13569.9481274733,13644.6232609277,13615.5238577401,13906.7705581594,13761.3744735648,12741.1575074464,14095.7822394323,14358.3476757158
China,GDP per capita (constant 2010 US$),861.193531864752,883.764201558456,905.032504707292,975.462966767608,1100.64617367513,1239.12943830846,1384.93023003783,1520.02954923879,1653.43387572699,1787.76707089802,1909.62242871681,2038.20658108471,2193.89698162019,2359.572509032,2557.89174634267,2797.17680600598,3061.83333342101,3390.716337509,3800.7659955099,4319.03162430702,4711.64369663046,5128.90439706266,5647.06902367691,6152.6971958122,6591.66284020379,7056.42346206424,7532.78569686615,8016.44601585644,8516.52918957832,9053.22920002159,9619.20998022803,10155.5114163468,10358.1705411086,11223.1533663847,11560.3301997039
Colombia,GDP per capita (constant 2010 US$),3574.47871602163,3619.3506939852,3695.80580378602,3693.73055768787,3767.6772764089,3893.07450138743,4039.99396138921,4170.45769528194,4179.22620003506,4246.15665562748,4196.92034922092,3953.72999412088,4003.98516922857,4007.52804955711,4045.3067468807,4142.00770280791,4301.0350421822,4447.56681784455,4685.05458591473,4939.11795696615,5042.06114578497,5042.14495892918,5209.73247075713,5511.09985278244,5667.49875072853,5899.76791990331,6107.08301998524,6228.65162186096,6291.07969821534,6280.89105086987,6320.99074757599,6404.10876575124,5852.98323540012,6423.85989537149,6857.79332248056
Comoros,GDP per capita (constant 2010 US$),1274.16502279549,1199.79032598239,1227.13858853163,1131.63816657123,1199.13218132573,1207.64498278814,1119.37367496746,1135.13490152551,1096.60718370611,1116.5306175165,1106.90329864787,1105.73668747646,1202.13138232008,1205.50918120488,1208.58992811201,1210.02852441197,1209.86311395024,1219.99123236006,1227.48289656678,1212.7517250239,1235.65281861639,1249.8394034948,1270.30265439113,1295.20439077759,1307.97303071389,1337.39772510556,1336.48970178687,1322.93677460001,1337.5278685981,1360.43118532444,1383.37787194702,1381.62223798763,1352.95549152772,1355.53881127325,1362.77802062397
"Congo, Dem. Rep.",GDP per capita (constant 2010 US$),944.456829066859,903.692816905393,817.080968948005,723.986641032661,628.739887888689,526.892883488263,482.788909196874,466.245757272108,452.763057500477,420.624139370303,404.115483003229,375.950524714501,339.969449183647,322.930037049118,322.440051866199,330.548987085804,342.45999728704,352.321229704978,359.428071581837,369.840754044475,380.494910344163,379.054880937316,393.027450774672,406.201028623476,420.629365392322,441.012978139155,466.424946608746,482.064568490893,476.814904520554,477.847891059934,489.382374474711,494.819247637626,487.433133028157,501.239088309924,528.788835441262
"Congo, Rep.",GDP per capita (constant 2010 US$),2397.4783747377,2389.97631174081,2346.82817655152,2337.16398523729,2333.25127666635,2245.19122379477,2062.19957354248,2087.23200235432,2119.37292893765,2063.31868536831,2095.16029653002,1987.27444372073,2057.76715836624,2057.20036310941,2101.69064822295,2060.93894818075,2061.34820815198,2142.7059828146,2228.58546520451,2005.96007541604,2062.9701925648,2212.36186907168,2333.07424519594,2308.42347573478,2468.55849282496,2392.68874943102,2493.08807115188,2347.81850686004,2045.20226613989,1909.36588199144,1774.61390705218,1731.79988587811,1586.31830203189,1515.89387246671,1504.65052896083
Costa Rica,GDP per capita (constant 2010 US$),5738.33673368093,5910.77014871612,5967.19094205972,5949.4963404591,6335.51657004391,6618.92110819323,6751.91925560659,6867.63767219979,6801.65542103118,7014.53006092091,7355.15363582804,7507.9653813516,7646.02737188768,7768.43895523561,7898.63313819461,8109.82489763115,8340.8298525048,8545.74727428096,9041.38679613751,9647.86089503574,9966.04844085809,9746.49069619264,10137.5821707524,10453.5225666802,10832.7567622937,10975.6963729873,11240.7115873153,11529.9551735671,11893.3232544851,12267.1620389741,12470.9574213207,12662.4228541585,12030.048593824,12888.4663129673,13373.5888305621
Cote d'Ivoire,GDP per capita (constant 2010 US$),2023.01389786657,2006.38988875309,1909.82805968427,1839.75243654059,1768.2025542957,1701.43299972284,1654.85928759288,1711.11094914875,1779.74207002162,1884.72198898283,1900.21338091789,1865.12305094716,1809.9208007226,1725.15594159305,1636.44695140262,1521.88484250193,1534.07671713345,1514.62055821053,1523.23305815706,1507.08959600576,1545.88009296381,1568.02113632049,1640.31503444128,1520.34230282978,1602.91092362855,1739.15519493495,1858.61535350658,1941.5818977126,2027.83397586508,2122.50261946937,2168.9134420778,2252.54331624897,2234.9094729476,2333.35312219976,2430.30692103716
Croatia,GDP per capita (constant 2010 US$),,,,,,,,7304.32685789445,7852.5805107227,8378.52797107712,8572.38773127584,8537.15834806878,8876.8899057196,9512.22708830643,10060.2012440962,10620.0810672777,11061.1953169624,11522.9456703891,12086.8073800313,12689.1965873685,12944.7547237788,12026.2051374857,11906.0056560854,11936.8359731427,11694.1987897069,11680.1610809711,11677.4817490531,12071.090955025,12588.3531732362,13175.1632358668,13665.7144097299,14211.7554309381,13048.7442926305,15396.1088534805,16477.0824193341
Cuba,GDP per capita (constant 2010 US$),5178.1924593907,5163.0165579782,4963.86788425833,4397.04357296318,3862.62554718725,3270.59324812247,3280.04073053376,3348.49046359282,3599.00464077713,3687.37515399511,3681.31764964702,3896.31418037883,4113.50726494564,4231.82114028647,4280.23441161771,4431.00283994052,4675.80808390033,5189.95003331116,5808.66472549848,6225.38022989368,6477.80469865876,6567.98728178096,6720.67767289209,6903.94022004899,7105.43367606177,7292.73825455172,7362.34166711765,7683.75789050585,7721.79184608661,7865.37156058191,8048.01660977285,8042.94852386634,7172.51925662898,7291.06788516411,
Cyprus,GDP per capita (constant 2010 US$),15322.615234375,16306.251953125,17144.388671875,16829.833984375,17928.45703125,17623.201171875,18280.935546875,19453.755859375,19385.203125,19617.09375,20562.1953125,21349.64453125,22383.857421875,23019.138671875,23604.0703125,23930.66015625,24799.537109375,25631.255859375,26395.400390625,27156.671875,27449.03125,26183.451171875,26090.037109375,25538.771484375,24285.486328125,22738.48046875,22581.81640625,23487.21875,24916.619140625,26101.28515625,27241.115234375,28360.03125,26814.322265625,28329.31640625,29637.853515625
