country,year,exports_usd,hh_index,hs6_products,region,subregion
Afghanistan,1988,,,,Asia,South Asia
Afghanistan,1989,,,,Asia,South Asia
Afghanistan,1990,,,,Asia,South Asia
Afghanistan,1991,,,,Asia,South Asia
Afghanistan,1992,,,,Asia,South Asia
Afghanistan,1993,,,,Asia,South Asia
Afghanistan,1994,,,,Asia,South Asia
Afghanistan,1995,,,,Asia,South Asia
Afghanistan,1996,,,,Asia,South Asia
Afghanistan,1997,,,,Asia,South Asia
Afghanistan,1998,,,,Asia,South Asia
Afghanistan,1999,,,,Asia,South Asia
Afghanistan,2000,,,,Asia,South Asia
Afghanistan,2001,,,,Asia,South Asia
Afghanistan,2002,,,,Asia,South Asia
Afghanistan,2003,,,,Asia,South Asia
Afghanistan,2004,,,,Asia,South Asia
Afghanistan,2005,,,,Asia,South Asia
Afghanistan,2006,,,,Asia,South Asia
Afghanistan,2007,,,,Asia,South Asia
Afghanistan,2008,540065.594,0.155001595,33,Asia,South Asia
Afghanistan,2009,403441.006,0.45222946,30,Asia,South Asia
Afghanistan,2010,388483.635,0.152180985,32,Asia,South Asia
Afghanistan,2011,375850.935,0.18447066,31,Asia,South Asia
Afghanistan,2012,428902.71,0.238497673,5,Asia,South Asia
Afghanistan,2013,514972.983,0.220994081,5,Asia,South Asia
Afghanistan,2014,570534.007,0.26082094,5,Asia,South Asia
Afghanistan,2015,571404.967,0.330161312,43,Asia,South Asia
Afghanistan,2016,596455.337,0.239050159,42,Asia,South Asia
Afghanistan,2017,831926.7718,0.308165598,99,Asia,South Asia
Afghanistan,2018,884504.4964,0.290024181,156,Asia,South Asia
Afghanistan,2019,870488.5125,0.294335994,204,Asia,South Asia
Afghanistan,2020,,,,Asia,South Asia
Afghanistan,2021,,,,Asia,South Asia
Afghanistan,2022,,,,Asia,South Asia
Armenia,1988,,,,Asia,West Asia
Armenia,1989,,,,Asia,West Asia
Armenia,1990,,,,Asia,West Asia
Armenia,1991,,,,Asia,West Asia
Armenia,1992,,,,Asia,West Asia
Armenia,1993,,,,Asia,West Asia
Armenia,1994,,,,Asia,West Asia
Armenia,1995,,,,Asia,West Asia
Armenia,1996,,,,Asia,West Asia
Armenia,1997,215273.552,0.158090447,1010,Asia,West Asia
Armenia,1998,,,,Asia,West Asia
Armenia,1999,231666.237,0.213440211,1084,Asia,West Asia
Armenia,2000,294102.939,0.134315872,896,Asia,West Asia
Armenia,2001,335831.375,0.101245512,1135,Asia,West Asia
Armenia,2002,527203.711,0.109178059,1163,Asia,West Asia
Armenia,2003,670474.788,0.115487143,1198,Asia,West Asia
Armenia,2004,722911.5,0.096528524,1201,Asia,West Asia
Armenia,2005,936977.335,0.099215148,1333,Asia,West Asia
Armenia,2006,1003961.105,0.07964483,1411,Asia,West Asia
Armenia,2007,1121222.464,0.097285958,1396,Asia,West Asia
Armenia,2008,1055012.744,0.109833133,1354,Asia,West Asia
Armenia,2009,683989.374,0.101060467,1314,Asia,West Asia
Armenia,2010,1011424.747,0.098538031,1210,Asia,West Asia
Armenia,2011,1320411.381,0.087912741,1294,Asia,West Asia
Armenia,2012,1428120.692,0.120155455,1364,Asia,West Asia
Armenia,2013,1467799.672,0.132462707,1340,Asia,West Asia
Armenia,2014,1490190.146,0.118008992,1278,Asia,West Asia
Armenia,2015,1482667.349,0.104118854,1627,Asia,West Asia
Armenia,2016,1807789.51,0.120147907,1738,Asia,West Asia
Armenia,2017,2144962.97,0.135117339,2009,Asia,West Asia
Armenia,2018,2383413.8,0.136987553,2158,Asia,West Asia
Armenia,2019,2618637.446,0.153378037,1917,Asia,West Asia
Armenia,2020,2332082.153,0.161790783,1995,Asia,West Asia
Armenia,2021,2964798.29,0.191950179,1994,Asia,West Asia
Armenia,2022,5364133.602,0.153461513,2714,Asia,West Asia
Azerbaijan,1988,,,,Asia,West Asia
Azerbaijan,1989,,,,Asia,West Asia
Azerbaijan,1990,,,,Asia,West Asia
Azerbaijan,1991,,,,Asia,West Asia
Azerbaijan,1992,,,,Asia,West Asia
Azerbaijan,1993,,,,Asia,West Asia
Azerbaijan,1994,,,,Asia,West Asia
Azerbaijan,1995,,,,Asia,West Asia
Azerbaijan,1996,631244.864,0.199188197,771,Asia,West Asia
Azerbaijan,1997,781308.992,0.158109471,800,Asia,West Asia
Azerbaijan,1998,606149.44,0.170096125,924,Asia,West Asia
Azerbaijan,1999,929225.537,0.103499518,1056,Asia,West Asia
Azerbaijan,2000,1745251.936,0.137320868,1119,Asia,West Asia
Azerbaijan,2001,2314282.345,0.206302307,1047,Asia,West Asia
Azerbaijan,2002,2167500.086,0.166679621,951,Asia,West Asia
Azerbaijan,2003,2591719.389,0.175176881,963,Asia,West Asia
Azerbaijan,2004,3615449.827,0.108318036,1025,Asia,West Asia
Azerbaijan,2005,4347151.207,0.140926202,1123,Asia,West Asia
Azerbaijan,2006,6372164.992,0.155952571,1179,Asia,West Asia
Azerbaijan,2007,6058319.1,0.122365469,1129,Asia,West Asia
Azerbaijan,2008,47756229.36,0.128168209,1001,Asia,West Asia
Azerbaijan,2009,14688727.69,0.105425979,1020,Asia,West Asia
Azerbaijan,2010,21278419.98,0.128035248,970,Asia,West Asia
Azerbaijan,2011,26480188.84,0.153604493,1056,Asia,West Asia
Azerbaijan,2012,23827186.08,0.12316421,998,Asia,West Asia
Azerbaijan,2013,23904108.01,0.124581341,1017,Asia,West Asia
Azerbaijan,2014,21751737.15,0.10541842,1019,Asia,West Asia
Azerbaijan,2015,12646293.68,0.117012203,1133,Asia,West Asia
Azerbaijan,2016,13380818.57,0.097349096,1578,Asia,West Asia
Azerbaijan,2017,15306018.3,0.111034586,1711,Asia,West Asia
Azerbaijan,2018,19489068.2,0.118753873,1632,Asia,West Asia
Azerbaijan,2019,19635202.6,0.126491893,1686,Asia,West Asia
Azerbaijan,2020,13732637.26,0.114153022,1686,Asia,West Asia
Azerbaijan,2021,22207974.78,0.265246413,1809,Asia,West Asia
Azerbaijan,2022,38146430.73,0.304108477,1836,Asia,West Asia
Bahrain,1988,,,,Asia,West Asia
Bahrain,1989,,,,Asia,West Asia
Bahrain,1990,,,,Asia,West Asia
Bahrain,1991,,,,Asia,West Asia
Bahrain,1992,,,,Asia,West Asia
Bahrain,1993,,,,Asia,West Asia
Bahrain,1994,,,,Asia,West Asia
Bahrain,1995,,,,Asia,West Asia
Bahrain,1996,,,,Asia,West Asia
Bahrain,1997,,,,Asia,West Asia
Bahrain,1998,,,,Asia,West Asia
Bahrain,1999,,,,Asia,West Asia
Bahrain,2000,6194679.351,0.039172426,1281,Asia,West Asia
Bahrain,2001,5551309.153,0.041940616,1055,Asia,West Asia
Bahrain,2002,5794198.135,0.042477146,1329,Asia,West Asia
Bahrain,2003,6631600.766,0.04307952,1276,Asia,West Asia
Bahrain,2004,7516028.525,0.046826564,1217,Asia,West Asia
Bahrain,2005,10238577.8,0.040142387,1602,Asia,West Asia
Bahrain,2006,11661614.41,0.040526216,1342,Asia,West Asia
Bahrain,2007,13664874.24,0.039042988,1312,Asia,West Asia
Bahrain,2008,13082979.79,0.051625632,1600,Asia,West Asia
Bahrain,2009,8383999.812,0.055375439,1547,Asia,West Asia
Bahrain,2010,16059213.42,0.04016814,1719,Asia,West Asia
Bahrain,2011,22561916.65,0.043674926,1915,Asia,West Asia
Bahrain,2012,16621225.73,0.040518883,2302,Asia,West Asia
Bahrain,2013,20036210.16,0.040241588,2550,Asia,West Asia
Bahrain,2014,23745958.55,0.054122789,2826,Asia,West Asia
Bahrain,2015,13882170.67,0.071427245,2964,Asia,West Asia
Bahrain,2016,10545888.96,0.063401503,2957,Asia,West Asia
Bahrain,2017,12485359.23,0.082923569,2689,Asia,West Asia
Bahrain,2018,14347737.49,0.087335844,2743,Asia,West Asia
Bahrain,2019,14167263.14,0.109947565,2781,Asia,West Asia
Bahrain,2020,11559232.44,0.085355742,2676,Asia,West Asia
Bahrain,2021,18198973.8,0.068038669,2729,Asia,West Asia
Bahrain,2022,22252183.29,0.051225346,2738,Asia,West Asia
Bangladesh,1988,,,,Asia,South Asia
Bangladesh,1989,1328007.68,0.105488249,408,Asia,South Asia
Bangladesh,1990,1556440.448,0.112998978,363,Asia,South Asia
Bangladesh,1991,1690206.848,0.295752818,384,Asia,South Asia
Bangladesh,1992,1941607.168,0.337663691,421,Asia,South Asia
Bangladesh,1993,2253093.632,0.249814044,422,Asia,South Asia
Bangladesh,1994,,,,Asia,South Asia
Bangladesh,1995,3407241.163,0.152760115,489,Asia,South Asia
Bangladesh,1996,3538509.801,0.147764632,537,Asia,South Asia
Bangladesh,1997,4017455.594,0.163801502,548,Asia,South Asia
Bangladesh,1998,5056914.536,0.174907576,644,Asia,South Asia
Bangladesh,1999,,,,Asia,South Asia
Bangladesh,2000,5493226.431,0.170730693,902,Asia,South Asia
Bangladesh,2001,5388747.139,0.159848747,965,Asia,South Asia
Bangladesh,2002,5417272.534,0.150113304,1086,Asia,South Asia
Bangladesh,2003,6403425.621,0.116156953,1385,Asia,South Asia
Bangladesh,2004,8267482.023,0.10870374,1672,Asia,South Asia
Bangladesh,2005,9331583.363,0.121034909,1726,Asia,South Asia
Bangladesh,2006,11696700.5,0.11455337,1800,Asia,South Asia
Bangladesh,2007,13142952.93,0.108729723,1785,Asia,South Asia
Bangladesh,2008,15506719.18,0.097853082,1694,Asia,South Asia
Bangladesh,2009,15558634,0.095480981,1698,Asia,South Asia
Bangladesh,2010,19230982.56,0.091269739,1834,Asia,South Asia
Bangladesh,2011,24313744.24,0.082774425,1768,Asia,South Asia
Bangladesh,2012,24513500.83,0.075452141,1679,Asia,South Asia
Bangladesh,2013,24537341.01,0.074448595,1756,Asia,South Asia
Bangladesh,2014,,,,Asia,South Asia
Bangladesh,2015,31734162.42,0.072260648,1728,Asia,South Asia
Bangladesh,2016,,,,Asia,South Asia
Bangladesh,2017,,,,Asia,South Asia
Bangladesh,2018,,,,Asia,South Asia
Bangladesh,2019,,,,Asia,South Asia
Bangladesh,2020,,,,Asia,South Asia
Bangladesh,2021,,,,Asia,South Asia
Bangladesh,2022,,,,Asia,South Asia
Bhutan,1988,,,,Asia,South Asia
Bhutan,1989,,,,Asia,South Asia
Bhutan,1990,,,,Asia,South Asia
Bhutan,1991,,,,Asia,South Asia
Bhutan,1992,,,,Asia,South Asia
Bhutan,1993,65820.26,0.198956201,190,Asia,South Asia
Bhutan,1994,66382.9,0.538628667,133,Asia,South Asia
Bhutan,1995,,,,Asia,South Asia
Bhutan,1996,,,,Asia,South Asia
Bhutan,1997,,,,Asia,South Asia
Bhutan,1998,108462.968,0.195395411,204,Asia,South Asia
Bhutan,1999,115950.052,0.716582492,203,Asia,South Asia
Bhutan,2000,,,,Asia,South Asia
Bhutan,2001,,,,Asia,South Asia
Bhutan,2002,,,,Asia,South Asia
Bhutan,2003,,,,Asia,South Asia
Bhutan,2004,,,,Asia,South Asia
Bhutan,2005,258368.29,0.613598082,423,Asia,South Asia
Bhutan,2006,413886.408,0.500470518,375,Asia,South Asia
Bhutan,2007,674523.575,0.484140644,365,Asia,South Asia
Bhutan,2008,521415.383,0.876519197,190,Asia,South Asia
Bhutan,2009,495846.19,0.875624571,319,Asia,South Asia
Bhutan,2010,413482.438,0.817026293,301,Asia,South Asia
Bhutan,2011,452962.797,0.756257796,257,Asia,South Asia
Bhutan,2012,531227.039,0.746035995,332,Asia,South Asia
Bhutan,2013,,,,Asia,South Asia
Bhutan,2014,,,,Asia,South Asia
Bhutan,2015,,,,Asia,South Asia
Bhutan,2016,,,,Asia,South Asia
Bhutan,2017,,,,Asia,South Asia
Bhutan,2018,,,,Asia,South Asia
Bhutan,2019,,,,Asia,South Asia
Bhutan,2020,,,,Asia,South Asia
Bhutan,2021,,,,Asia,South Asia
Bhutan,2022,,,,Asia,South Asia
Brunei,1988,,,,Asia,Southeast Asia
Brunei,1989,,,,Asia,Southeast Asia
Brunei,1990,,,,Asia,Southeast Asia
Brunei,1991,,,,Asia,Southeast Asia
Brunei,1992,2301218.304,0.385478237,61,Asia,Southeast Asia
Brunei,1993,2093947.392,0.320439293,35,Asia,Southeast Asia
Brunei,1994,2110309.504,0.286656537,67,Asia,Southeast Asia
Brunei,1995,,,,Asia,Southeast Asia
Brunei,1996,,,,Asia,Southeast Asia
Brunei,1997,2657078.784,0.291204566,1362,Asia,Southeast Asia
Brunei,1998,2306827.83,0.279639282,1445,Asia,Southeast Asia
Brunei,1999,,,,Asia,Southeast Asia
Brunei,2000,,,,Asia,Southeast Asia
Brunei,2001,3508207.394,0.260696253,1385,Asia,Southeast Asia
Brunei,2002,3565731.84,0.211023829,1465,Asia,Southeast Asia
Brunei,2003,4144343.04,0.217697161,1499,Asia,Southeast Asia
Brunei,2004,5069124.801,0.19311908,1835,Asia,Southeast Asia
Brunei,2005,,,,Asia,Southeast Asia
Brunei,2006,7624294.773,0.165242374,1600,Asia,Southeast Asia
Brunei,2007,7693278.553,0.190641385,1696,Asia,Southeast Asia
Brunei,2008,10569069.11,0.239019904,1712,Asia,Southeast Asia
Brunei,2009,7171066.465,0.260694526,1854,Asia,Southeast Asia
Brunei,2010,8907961.868,0.25779235,1939,Asia,Southeast Asia
Brunei,2011,12463872.41,0.256191178,1951,Asia,Southeast Asia
Brunei,2012,13000827.76,0.238940508,1885,Asia,Southeast Asia
Brunei,2013,11447186.7,0.22311588,1799,Asia,Southeast Asia
Brunei,2014,10508832.88,0.188773675,1764,Asia,Southeast Asia
Brunei,2015,6352662.492,0.185197141,1896,Asia,Southeast Asia
Brunei,2016,4875075.307,0.182685157,1906,Asia,Southeast Asia
Brunei,2017,5570575.214,0.150545619,1923,Asia,Southeast Asia
Brunei,2018,6573636.943,0.169575264,1905,Asia,Southeast Asia
Brunei,2019,7039083.086,0.170021908,1891,Asia,Southeast Asia
Brunei,2020,6608177.852,0.129962102,1393,Asia,Southeast Asia
Brunei,2021,11058184.37,0.140093642,1816,Asia,Southeast Asia
Brunei,2022,14230238.31,0.121871154,1924,Asia,Southeast Asia
Cambodia,1988,,,,Asia,Southeast Asia
Cambodia,1989,,,,Asia,Southeast Asia
Cambodia,1990,,,,Asia,Southeast Asia
Cambodia,1991,,,,Asia,Southeast Asia
Cambodia,1992,,,,Asia,Southeast Asia
Cambodia,1993,,,,Asia,Southeast Asia
Cambodia,1994,,,,Asia,Southeast Asia
Cambodia,1995,,,,Asia,Southeast Asia
Cambodia,1996,,,,Asia,Southeast Asia
Cambodia,1997,,,,Asia,Southeast Asia
Cambodia,1998,,,,Asia,Southeast Asia
Cambodia,1999,,,,Asia,Southeast Asia
Cambodia,2000,1389454.739,0.312702907,696,Asia,Southeast Asia
Cambodia,2001,1499274.357,0.313724259,680,Asia,Southeast Asia
Cambodia,2002,1922991.495,0.323567724,702,Asia,Southeast Asia
Cambodia,2003,2118223.935,0.319216983,840,Asia,Southeast Asia
Cambodia,2004,2797507.087,0.301716592,741,Asia,Southeast Asia
Cambodia,2005,3018613.014,0.338576417,717,Asia,Southeast Asia
Cambodia,2006,3566412.909,0.341774929,750,Asia,Southeast Asia
Cambodia,2007,3531236.905,0.322443679,824,Asia,Southeast Asia
Cambodia,2008,4358188.285,0.267838042,655,Asia,Southeast Asia
Cambodia,2009,4992009.584,0.191281803,724,Asia,Southeast Asia
Cambodia,2010,5590104.093,0.189375245,793,Asia,Southeast Asia
Cambodia,2011,6704136.957,0.15044571,824,Asia,Southeast Asia
Cambodia,2012,5796273.596,0.116323302,911,Asia,Southeast Asia
Cambodia,2013,6665903.101,0.101134359,999,Asia,Southeast Asia
Cambodia,2014,6846019.309,0.084928399,797,Asia,Southeast Asia
Cambodia,2015,8542433.639,0.079707492,1164,Asia,Southeast Asia
Cambodia,2016,10069331.58,0.06345097,1215,Asia,Southeast Asia
Cambodia,2017,11278127.96,0.064960838,1261,Asia,Southeast Asia
Cambodia,2018,12700279.68,0.070826761,1218,Asia,Southeast Asia
Cambodia,2019,14824722.29,0.077275307,1288,Asia,Southeast Asia
Cambodia,2020,17716469.5,0.103144635,1277,Asia,Southeast Asia
Cambodia,2021,16949623.22,0.1373253,1367,Asia,Southeast Asia
Cambodia,2022,20575772.75,0.154218144,1284,Asia,Southeast Asia
China,1988,,,,Asia,East Asia
China,1989,,,,Asia,East Asia
China,1990,,,,Asia,East Asia
China,1991,,,,Asia,East Asia
China,1992,84940013.57,0.194227992,4777,Asia,East Asia
China,1993,91743944.7,0.20640043,4807,Asia,East Asia
China,1994,121006260.2,0.185040404,4872,Asia,East Asia
China,1995,148779500,0.174376605,4738,Asia,East Asia
China,1996,151047461.8,0.167696595,4775,Asia,East Asia
China,1997,182791584.8,0.157145666,4810,Asia,East Asia
China,1998,183808987.8,0.157604044,4800,Asia,East Asia
China,1999,194930778.5,0.154432108,4790,Asia,East Asia
China,2000,249202551,0.132242661,4798,Asia,East Asia
China,2001,266098208.6,0.123299074,4792,Asia,East Asia
China,2002,325595969.8,0.120970757,4742,Asia,East Asia
China,2003,438227767.4,0.108500764,4745,Asia,East Asia
China,2004,593325581.4,0.099573365,4732,Asia,East Asia
China,2005,761953409.5,0.094378761,4744,Asia,East Asia
China,2006,968935601,0.086603771,4748,Asia,East Asia
China,2007,1220059668,0.07485527,4492,Asia,East Asia
China,2008,1430693066,0.065016038,4453,Asia,East Asia
China,2009,1201646758,0.067955152,4451,Asia,East Asia
China,2010,1577763751,0.064403996,4454,Asia,East Asia
China,2011,1898388435,0.060907352,4443,Asia,East Asia
China,2012,2048782233,0.062810324,4414,Asia,East Asia
China,2013,2209007280,0.06192151,4423,Asia,East Asia
China,2014,2342292696,0.060917877,4427,Asia,East Asia
China,2015,2273468224,0.064333972,4433,Asia,East Asia
China,2016,2097637172,0.062997841,4417,Asia,East Asia
China,2017,2263370504,0.06139705,4409,Asia,East Asia
China,2018,2486439720,0.06045748,4418,Asia,East Asia
China,2019,2499206994,0.050705936,4423,Asia,East Asia
China,2020,2589098353,0.049724807,4400,Asia,East Asia
China,2021,3316022134,0.046347668,4398,Asia,East Asia
China,2022,3593601436,0.044901772,4375,Asia,East Asia
Cyprus,1988,,,,Asia,West Asia
Cyprus,1989,793037.824,0.156679411,2358,Asia,West Asia
Cyprus,1990,949220.608,0.1230057,2326,Asia,West Asia
Cyprus,1991,951804.544,0.142653613,2338,Asia,West Asia
Cyprus,1992,1005167.296,0.08619638,2312,Asia,West Asia
Cyprus,1993,867296.128,0.17056372,2288,Asia,West Asia
Cyprus,1994,961219.072,0.11623978,2301,Asia,West Asia
Cyprus,1995,1230544.256,0.089297137,2305,Asia,West Asia
Cyprus,1996,1390613.376,0.10077563,2342,Asia,West Asia
Cyprus,1997,1250107.776,0.080475237,2291,Asia,West Asia
Cyprus,1998,1061851.2,0.109714005,2220,Asia,West Asia
Cyprus,1999,997005.504,0.104260646,2236,Asia,West Asia
Cyprus,2000,980554.638,0.090119375,2124,Asia,West Asia
Cyprus,2001,997160.97,0.079725627,2091,Asia,West Asia
Cyprus,2002,837007.019,0.074167162,2096,Asia,West Asia
Cyprus,2003,923135.055,0.062844131,1979,Asia,West Asia
Cyprus,2004,1171483.862,0.064539461,2073,Asia,West Asia
Cyprus,2005,1546373.415,0.080956451,1816,Asia,West Asia
Cyprus,2006,1414865.802,0.297558857,1680,Asia,West Asia
Cyprus,2007,1486412.281,0.086899806,1673,Asia,West Asia
Cyprus,2008,1713315.359,0.092043746,1580,Asia,West Asia
Cyprus,2009,1350948.81,0.118145738,1581,Asia,West Asia
Cyprus,2010,1506457.953,0.07125607,1496,Asia,West Asia
Cyprus,2011,1954770.383,0.0587033,1594,Asia,West Asia
Cyprus,2012,1826017.361,0.084452808,1714,Asia,West Asia
Cyprus,2013,2136943.89,0.07927654,1714,Asia,West Asia
Cyprus,2014,3259080.173,0.042450529,1736,Asia,West Asia
Cyprus,2015,3358859.968,0.048582461,1771,Asia,West Asia
Cyprus,2016,3004338.839,0.042507642,1707,Asia,West Asia
Cyprus,2017,3353324.377,0.042729945,1696,Asia,West Asia
Cyprus,2018,5089773.797,0.04208812,1742,Asia,West Asia
Cyprus,2019,3520898.852,0.043145917,1807,Asia,West Asia
Cyprus,2020,3137095.808,0.038117909,1799,Asia,West Asia
Cyprus,2021,4006767.113,0.047147322,1908,Asia,West Asia
Cyprus,2022,4411253.801,0.054027241,1817,Asia,West Asia
Georgia,1988,,,,Asia,West Asia
Georgia,1989,,,,Asia,West Asia
Georgia,1990,,,,Asia,West Asia
Georgia,1991,,,,Asia,West Asia
Georgia,1992,,,,Asia,West Asia
Georgia,1993,,,,Asia,West Asia
Georgia,1994,,,,Asia,West Asia
Georgia,1995,,,,Asia,West Asia
Georgia,1996,198765.525,0.15057769,863,Asia,West Asia
Georgia,1997,239786.238,0.173909518,932,Asia,West Asia
Georgia,1998,192322.511,0.117563452,1018,Asia,West Asia
Georgia,1999,238166.192,0.085117959,1219,Asia,West Asia
Georgia,2000,322748.68,0.10586354,1195,Asia,West Asia
Georgia,2001,317636.108,0.102864761,1146,Asia,West Asia
Georgia,2002,345933.475,0.085790818,1166,Asia,West Asia
Georgia,2003,461405.611,0.097655754,1206,Asia,West Asia
Georgia,2004,646902.963,0.093544168,1316,Asia,West Asia
Georgia,2005,865454.199,0.088328592,1432,Asia,West Asia
Georgia,2006,935139.221,0.058050184,1624,Asia,West Asia
Georgia,2007,1232361.132,0.058370916,1620,Asia,West Asia
Georgia,2008,1497484.598,0.083780499,1676,Asia,West Asia
Georgia,2009,1133629.367,0.058743164,1618,Asia,West Asia
Georgia,2010,1677298.831,0.050522517,1742,Asia,West Asia
Georgia,2011,2186407.408,0.042944939,1829,Asia,West Asia
Georgia,2012,2376634.36,0.045653878,1955,Asia,West Asia
Georgia,2013,2910581.723,0.051444142,2056,Asia,West Asia
Georgia,2014,2861043.298,0.062733548,2112,Asia,West Asia
Georgia,2015,2204174.681,0.053116394,2148,Asia,West Asia
Georgia,2016,2117130.708,0.046004182,2145,Asia,West Asia
Georgia,2017,2745659.259,0.063824141,2249,Asia,West Asia
Georgia,2018,3379649.513,0.068191912,2351,Asia,West Asia
Georgia,2019,3797965.694,0.067764708,2521,Asia,West Asia
Georgia,2020,3340697.557,0.076725941,2440,Asia,West Asia
Georgia,2021,4242512.935,0.058518191,2502,Asia,West Asia
Georgia,2022,5583425.394,0.067721612,2659,Asia,West Asia
"Hong Kong, China",1988,,,,Asia,East Asia
"Hong Kong, China",1989,,,,Asia,East Asia
"Hong Kong, China",1990,,,,Asia,East Asia
"Hong Kong, China",1991,,,,Asia,East Asia
"Hong Kong, China",1992,,,,Asia,East Asia
"Hong Kong, China",1993,135384571.9,0.122671976,4389,Asia,East Asia
"Hong Kong, China",1994,151465115.6,0.110429709,4434,Asia,East Asia
"Hong Kong, China",1995,173870762.6,0.094392463,4453,Asia,East Asia
"Hong Kong, China",1996,180914323.9,0.089102337,4403,Asia,East Asia
"Hong Kong, China",1997,188201260.8,0.086314191,4435,Asia,East Asia
"Hong Kong, China",1998,174863528.6,0.09047878,4422,Asia,East Asia
"Hong Kong, China",1999,174402740.8,0.088699945,4484,Asia,East Asia
"Hong Kong, China",2000,202710086.4,0.082025447,4516,Asia,East Asia
"Hong Kong, China",2001,191067244.2,0.081274288,4468,Asia,East Asia
"Hong Kong, China",2002,201927773.3,0.081980023,4347,Asia,East Asia
"Hong Kong, China",2003,228708303.2,0.073161457,4289,Asia,East Asia
"Hong Kong, China",2004,265605541.5,0.067939658,4324,Asia,East Asia
"Hong Kong, China",2005,292118674.2,0.06497815,4345,Asia,East Asia
"Hong Kong, China",2006,322668792,0.053710332,4357,Asia,East Asia
"Hong Kong, China",2007,349385575,0.054514709,4114,Asia,East Asia
"Hong Kong, China",2008,370241818.7,0.049049609,4142,Asia,East Asia
"Hong Kong, China",2009,329421935,0.055556709,4121,Asia,East Asia
"Hong Kong, China",2010,400692015.2,0.060449621,4053,Asia,East Asia
"Hong Kong, China",2011,455573380.1,0.064984375,4080,Asia,East Asia
"Hong Kong, China",2012,492907471.5,0.070361162,4083,Asia,East Asia
"Hong Kong, China",2013,535186743,0.067064501,4058,Asia,East Asia
"Hong Kong, China",2014,524064898.6,0.055657219,4058,Asia,East Asia
"Hong Kong, China",2015,510552778.6,0.054804149,4027,Asia,East Asia
"Hong Kong, China",2016,516588130.9,0.070979588,4001,Asia,East Asia
"Hong Kong, China",2017,549861455.2,0.056199924,3957,Asia,East Asia
"Hong Kong, China",2018,569105739.7,0.063422967,3944,Asia,East Asia
"Hong Kong, China",2019,535711018.9,0.067845347,3896,Asia,East Asia
"Hong Kong, China",2020,551515755.9,0.074391368,3819,Asia,East Asia
"Hong Kong, China",2021,670926079.5,0.065751654,3800,Asia,East Asia
"Hong Kong, China",2022,610138354.3,0.073088069,3747,Asia,East Asia
India,1988,13872437.25,0.274875208,3665,Asia,South Asia
India,1989,17045031.94,0.150066431,3625,Asia,South Asia
India,1990,17940183.04,0.126817957,3671,Asia,South Asia
India,1991,17899886.59,0.121682309,3837,Asia,South Asia
India,1992,20711291.01,0.123328241,3965,Asia,South Asia
India,1993,22236917.76,0.093645373,4093,Asia,South Asia
India,1994,26330005.5,0.08334403,4164,Asia,South Asia
India,1995,31698567.17,0.06878953,4252,Asia,South Asia
India,1996,33468591.19,0.059219628,4314,Asia,South Asia
India,1997,34793750.53,0.063239684,4374,Asia,South Asia
India,1998,33207324.67,0.072182253,4361,Asia,South Asia
India,1999,36919977.14,0.075251284,4397,Asia,South Asia
India,2000,42358096.16,0.069847309,4501,Asia,South Asia
India,2001,43878488.72,0.059560909,4577,Asia,South Asia
India,2002,50097958.25,0.067201524,4649,Asia,South Asia
India,2003,59360659.09,0.057708143,4662,Asia,South Asia
India,2004,75904200.37,0.056928282,4695,Asia,South Asia
India,2005,100352636.5,0.058006367,4696,Asia,South Asia
India,2006,121200606.2,0.050860613,4692,Asia,South Asia
India,2007,145898053.5,0.046239633,4664,Asia,South Asia
India,2008,181860898.3,0.041390296,4691,Asia,South Asia
India,2009,176765036.3,0.042571316,4467,Asia,South Asia
India,2010,220408496,0.043939339,4462,Asia,South Asia
India,2011,301483250.2,0.042900666,4483,Asia,South Asia
India,2012,289564769.4,0.044477305,4460,Asia,South Asia
India,2013,336611388.8,0.039538753,4444,Asia,South Asia
India,2014,317544642.3,0.043300424,4434,Asia,South Asia
India,2015,264381003.6,0.046957952,4424,Asia,South Asia
India,2016,260326912.3,0.051494091,4411,Asia,South Asia
India,2017,294364490.2,0.047632509,4418,Asia,South Asia
India,2018,322492099.9,0.050098894,4450,Asia,South Asia
India,2019,323250726.4,0.052230752,4442,Asia,South Asia
India,2020,275488744.9,0.054392935,4417,Asia,South Asia
India,2021,394813673.3,0.054677999,4437,Asia,South Asia
India,2022,452684213.6,0.057073426,4403,Asia,South Asia
Indonesia,1988,,,,Asia,Southeast Asia
Indonesia,1989,22028109.82,0.566803204,2524,Asia,Southeast Asia
Indonesia,1990,25675323.39,0.544426829,2625,Asia,Southeast Asia
Indonesia,1991,29142360.06,0.344501361,2812,Asia,Southeast Asia
Indonesia,1992,33966981.12,0.238956156,3252,Asia,Southeast Asia
Indonesia,1993,36822753.28,0.194522299,3433,Asia,Southeast Asia
Indonesia,1994,40053415.94,0.16345206,3542,Asia,Southeast Asia
Indonesia,1995,45417963.52,0.150729571,3574,Asia,Southeast Asia
Indonesia,1996,49814695.94,0.136286661,3606,Asia,Southeast Asia
Indonesia,1997,53443579.9,0.116836677,3578,Asia,Southeast Asia
Indonesia,1998,48847519.74,0.0943963,3562,Asia,Southeast Asia
Indonesia,1999,48665419.48,0.100608156,4239,Asia,Southeast Asia
Indonesia,2000,62124006.94,0.101804949,4249,Asia,Southeast Asia
Indonesia,2001,56316866.7,0.094783203,4295,Asia,Southeast Asia
